,dayOfWeek,dayOfMonth,month,year,isWeekend,timestamp,isHolidayCA,isHolidayUS
1449,3,20,12,2006,0,2006-12-20,0,0
1450,4,21,12,2006,0,2006-12-21,0,0
1451,5,22,12,2006,0,2006-12-22,0,0
1452,6,23,12,2006,1,2006-12-23,0,0
1453,7,24,12,2006,1,2006-12-24,0,0
1454,1,25,12,2006,0,2006-12-25,1,1
1455,2,26,12,2006,0,2006-12-26,1,0
1456,3,27,12,2006,0,2006-12-27,0,0
1457,4,28,12,2006,0,2006-12-28,0,0
1458,5,29,12,2006,0,2006-12-29,0,0
1459,6,30,12,2006,1,2006-12-30,0,0
1460,7,31,12,2006,1,2006-12-31,0,0
1461,1,1,1,2007,0,2007-01-01,1,1
1462,2,2,1,2007,0,2007-01-02,0,0
1463,3,3,1,2007,0,2007-01-03,0,0
1464,4,4,1,2007,0,2007-01-04,0,0
1465,5,5,1,2007,0,2007-01-05,0,0
1466,6,6,1,2007,1,2007-01-06,0,0
1467,7,7,1,2007,1,2007-01-07,0,0
1468,1,8,1,2007,0,2007-01-08,0,0
1469,2,9,1,2007,0,2007-01-09,0,0
1470,3,10,1,2007,0,2007-01-10,0,0
1471,4,11,1,2007,0,2007-01-11,0,0
1472,5,12,1,2007,0,2007-01-12,0,0
1473,6,13,1,2007,1,2007-01-13,0,0
1474,7,14,1,2007,1,2007-01-14,0,0
1475,1,15,1,2007,0,2007-01-15,0,1
1476,2,16,1,2007,0,2007-01-16,0,0
1477,3,17,1,2007,0,2007-01-17,0,0
1478,4,18,1,2007,0,2007-01-18,0,0
1479,5,19,1,2007,0,2007-01-19,0,0
1480,6,20,1,2007,1,2007-01-20,0,0
1481,7,21,1,2007,1,2007-01-21,0,0
1482,1,22,1,2007,0,2007-01-22,0,0
1483,2,23,1,2007,0,2007-01-23,0,0
1484,3,24,1,2007,0,2007-01-24,0,0
1485,4,25,1,2007,0,2007-01-25,0,0
1486,5,26,1,2007,0,2007-01-26,0,0
1487,6,27,1,2007,1,2007-01-27,0,0
1488,7,28,1,2007,1,2007-01-28,0,0
1489,1,29,1,2007,0,2007-01-29,0,0
1490,2,30,1,2007,0,2007-01-30,0,0
1491,3,31,1,2007,0,2007-01-31,0,0
1492,4,1,2,2007,0,2007-02-01,0,0
1493,5,2,2,2007,0,2007-02-02,0,0
1494,6,3,2,2007,1,2007-02-03,0,0
1495,7,4,2,2007,1,2007-02-04,0,0
1496,1,5,2,2007,0,2007-02-05,0,0
1497,2,6,2,2007,0,2007-02-06,0,0
1498,3,7,2,2007,0,2007-02-07,0,0
1499,4,8,2,2007,0,2007-02-08,0,0
1500,5,9,2,2007,0,2007-02-09,0,0
1501,6,10,2,2007,1,2007-02-10,0,0
1502,7,11,2,2007,1,2007-02-11,0,0
1503,1,12,2,2007,0,2007-02-12,0,0
1504,2,13,2,2007,0,2007-02-13,0,0
1505,3,14,2,2007,0,2007-02-14,0,0
1506,4,15,2,2007,0,2007-02-15,0,0
1507,5,16,2,2007,0,2007-02-16,0,0
1508,6,17,2,2007,1,2007-02-17,0,0
1509,7,18,2,2007,1,2007-02-18,0,0
1510,1,19,2,2007,0,2007-02-19,0,1
1511,2,20,2,2007,0,2007-02-20,0,0
1512,3,21,2,2007,0,2007-02-21,0,0
1513,4,22,2,2007,0,2007-02-22,0,0
1514,5,23,2,2007,0,2007-02-23,0,0
1515,6,24,2,2007,1,2007-02-24,0,0
1516,7,25,2,2007,1,2007-02-25,0,0
1517,1,26,2,2007,0,2007-02-26,0,0
1518,2,27,2,2007,0,2007-02-27,0,0
1519,3,28,2,2007,0,2007-02-28,0,0
1520,4,1,3,2007,0,2007-03-01,0,0
1521,5,2,3,2007,0,2007-03-02,0,0
1522,6,3,3,2007,1,2007-03-03,0,0
1523,7,4,3,2007,1,2007-03-04,0,0
1524,1,5,3,2007,0,2007-03-05,0,0
1525,2,6,3,2007,0,2007-03-06,0,0
1526,3,7,3,2007,0,2007-03-07,0,0
1527,4,8,3,2007,0,2007-03-08,0,0
1528,5,9,3,2007,0,2007-03-09,0,0
1529,6,10,3,2007,1,2007-03-10,0,0
1530,7,11,3,2007,1,2007-03-11,0,0
1531,1,12,3,2007,0,2007-03-12,0,0
1532,2,13,3,2007,0,2007-03-13,0,0
1533,3,14,3,2007,0,2007-03-14,0,0
1534,4,15,3,2007,0,2007-03-15,0,0
1535,5,16,3,2007,0,2007-03-16,0,0
1536,6,17,3,2007,1,2007-03-17,0,0
1537,7,18,3,2007,1,2007-03-18,0,0
1538,1,19,3,2007,0,2007-03-19,0,0
1539,2,20,3,2007,0,2007-03-20,0,0
1540,3,21,3,2007,0,2007-03-21,0,0
1541,4,22,3,2007,0,2007-03-22,0,0
1542,5,23,3,2007,0,2007-03-23,0,0
1543,6,24,3,2007,1,2007-03-24,0,0
1544,7,25,3,2007,1,2007-03-25,0,0
1545,1,26,3,2007,0,2007-03-26,0,0
1546,2,27,3,2007,0,2007-03-27,0,0
1547,3,28,3,2007,0,2007-03-28,0,0
1548,4,29,3,2007,0,2007-03-29,0,0
1549,5,30,3,2007,0,2007-03-30,0,0
1550,6,31,3,2007,1,2007-03-31,0,0
1551,7,1,4,2007,1,2007-04-01,0,0
1552,1,2,4,2007,0,2007-04-02,0,0
1553,2,3,4,2007,0,2007-04-03,0,0
1554,3,4,4,2007,0,2007-04-04,0,0
1555,4,5,4,2007,0,2007-04-05,0,0
1556,5,6,4,2007,0,2007-04-06,1,0
1557,6,7,4,2007,1,2007-04-07,0,0
1558,7,8,4,2007,1,2007-04-08,0,0
1559,1,9,4,2007,0,2007-04-09,0,0
1560,2,10,4,2007,0,2007-04-10,0,0
1561,3,11,4,2007,0,2007-04-11,0,0
1562,4,12,4,2007,0,2007-04-12,0,0
1563,5,13,4,2007,0,2007-04-13,0,0
1564,6,14,4,2007,1,2007-04-14,0,0
1565,7,15,4,2007,1,2007-04-15,0,0
1566,1,16,4,2007,0,2007-04-16,0,0
1567,2,17,4,2007,0,2007-04-17,0,0
1568,3,18,4,2007,0,2007-04-18,0,0
1569,4,19,4,2007,0,2007-04-19,0,0
1570,5,20,4,2007,0,2007-04-20,0,0
1571,6,21,4,2007,1,2007-04-21,0,0
1572,7,22,4,2007,1,2007-04-22,0,0
1573,1,23,4,2007,0,2007-04-23,0,0
1574,2,24,4,2007,0,2007-04-24,0,0
1575,3,25,4,2007,0,2007-04-25,0,0
1576,4,26,4,2007,0,2007-04-26,0,0
1577,5,27,4,2007,0,2007-04-27,0,0
1578,6,28,4,2007,1,2007-04-28,0,0
1579,7,29,4,2007,1,2007-04-29,0,0
1580,1,30,4,2007,0,2007-04-30,0,0
1581,2,1,5,2007,0,2007-05-01,0,0
1582,3,2,5,2007,0,2007-05-02,0,0
1583,4,3,5,2007,0,2007-05-03,0,0
1584,5,4,5,2007,0,2007-05-04,0,0
1585,6,5,5,2007,1,2007-05-05,0,0
1586,7,6,5,2007,1,2007-05-06,0,0
1587,1,7,5,2007,0,2007-05-07,0,0
1588,2,8,5,2007,0,2007-05-08,0,0
1589,3,9,5,2007,0,2007-05-09,0,0
1590,4,10,5,2007,0,2007-05-10,0,0
1591,5,11,5,2007,0,2007-05-11,0,0
1592,6,12,5,2007,1,2007-05-12,0,0
1593,7,13,5,2007,1,2007-05-13,0,0
1594,1,14,5,2007,0,2007-05-14,0,0
1595,2,15,5,2007,0,2007-05-15,0,0
1596,3,16,5,2007,0,2007-05-16,0,0
1597,4,17,5,2007,0,2007-05-17,0,0
1598,5,18,5,2007,0,2007-05-18,0,0
1599,6,19,5,2007,1,2007-05-19,0,0
1600,7,20,5,2007,1,2007-05-20,0,0
1601,1,21,5,2007,0,2007-05-21,1,0
1602,2,22,5,2007,0,2007-05-22,0,0
1603,3,23,5,2007,0,2007-05-23,0,0
1604,4,24,5,2007,0,2007-05-24,0,0
1605,5,25,5,2007,0,2007-05-25,0,0
1606,6,26,5,2007,1,2007-05-26,0,0
1607,7,27,5,2007,1,2007-05-27,0,0
1608,1,28,5,2007,0,2007-05-28,0,1
1609,2,29,5,2007,0,2007-05-29,0,0
1610,3,30,5,2007,0,2007-05-30,0,0
1611,4,31,5,2007,0,2007-05-31,0,0
1612,5,1,6,2007,0,2007-06-01,0,0
1613,6,2,6,2007,1,2007-06-02,0,0
1614,7,3,6,2007,1,2007-06-03,0,0
1615,1,4,6,2007,0,2007-06-04,0,0
1616,2,5,6,2007,0,2007-06-05,0,0
1617,3,6,6,2007,0,2007-06-06,0,0
1618,4,7,6,2007,0,2007-06-07,0,0
1619,5,8,6,2007,0,2007-06-08,0,0
1620,6,9,6,2007,1,2007-06-09,0,0
1621,7,10,6,2007,1,2007-06-10,0,0
1622,1,11,6,2007,0,2007-06-11,0,0
1623,2,12,6,2007,0,2007-06-12,0,0
1624,3,13,6,2007,0,2007-06-13,0,0
1625,4,14,6,2007,0,2007-06-14,0,0
1626,5,15,6,2007,0,2007-06-15,0,0
1627,6,16,6,2007,1,2007-06-16,0,0
1628,7,17,6,2007,1,2007-06-17,0,0
1629,1,18,6,2007,0,2007-06-18,0,0
1630,2,19,6,2007,0,2007-06-19,0,0
1631,3,20,6,2007,0,2007-06-20,0,0
1632,4,21,6,2007,0,2007-06-21,0,0
1633,5,22,6,2007,0,2007-06-22,0,0
1634,6,23,6,2007,1,2007-06-23,0,0
1635,7,24,6,2007,1,2007-06-24,0,0
1636,1,25,6,2007,0,2007-06-25,0,0
1637,2,26,6,2007,0,2007-06-26,0,0
1638,3,27,6,2007,0,2007-06-27,0,0
1639,4,28,6,2007,0,2007-06-28,0,0
1640,5,29,6,2007,0,2007-06-29,0,0
1641,6,30,6,2007,1,2007-06-30,0,0
1642,7,1,7,2007,1,2007-07-01,1,0
1643,1,2,7,2007,0,2007-07-02,1,0
1644,2,3,7,2007,0,2007-07-03,0,0
1645,3,4,7,2007,0,2007-07-04,0,1
1646,4,5,7,2007,0,2007-07-05,0,0
1647,5,6,7,2007,0,2007-07-06,0,0
1648,6,7,7,2007,1,2007-07-07,0,0
1649,7,8,7,2007,1,2007-07-08,0,0
1650,1,9,7,2007,0,2007-07-09,0,0
1651,2,10,7,2007,0,2007-07-10,0,0
1652,3,11,7,2007,0,2007-07-11,0,0
1653,4,12,7,2007,0,2007-07-12,0,0
1654,5,13,7,2007,0,2007-07-13,0,0
1655,6,14,7,2007,1,2007-07-14,0,0
1656,7,15,7,2007,1,2007-07-15,0,0
1657,1,16,7,2007,0,2007-07-16,0,0
1658,2,17,7,2007,0,2007-07-17,0,0
1659,3,18,7,2007,0,2007-07-18,0,0
1660,4,19,7,2007,0,2007-07-19,0,0
1661,5,20,7,2007,0,2007-07-20,0,0
1662,6,21,7,2007,1,2007-07-21,0,0
1663,7,22,7,2007,1,2007-07-22,0,0
1664,1,23,7,2007,0,2007-07-23,0,0
1665,2,24,7,2007,0,2007-07-24,0,0
1666,3,25,7,2007,0,2007-07-25,0,0
1667,4,26,7,2007,0,2007-07-26,0,0
1668,5,27,7,2007,0,2007-07-27,0,0
1669,6,28,7,2007,1,2007-07-28,0,0
1670,7,29,7,2007,1,2007-07-29,0,0
1671,1,30,7,2007,0,2007-07-30,0,0
1672,2,31,7,2007,0,2007-07-31,0,0
1673,3,1,8,2007,0,2007-08-01,0,0
1674,4,2,8,2007,0,2007-08-02,0,0
1675,5,3,8,2007,0,2007-08-03,0,0
1676,6,4,8,2007,1,2007-08-04,0,0
1677,7,5,8,2007,1,2007-08-05,0,0
1678,1,6,8,2007,0,2007-08-06,1,0
1679,2,7,8,2007,0,2007-08-07,0,0
1680,3,8,8,2007,0,2007-08-08,0,0
1681,4,9,8,2007,0,2007-08-09,0,0
1682,5,10,8,2007,0,2007-08-10,0,0
1683,6,11,8,2007,1,2007-08-11,0,0
1684,7,12,8,2007,1,2007-08-12,0,0
1685,1,13,8,2007,0,2007-08-13,0,0
1686,2,14,8,2007,0,2007-08-14,0,0
1687,3,15,8,2007,0,2007-08-15,0,0
1688,4,16,8,2007,0,2007-08-16,0,0
1689,5,17,8,2007,0,2007-08-17,0,0
1690,6,18,8,2007,1,2007-08-18,0,0
1691,7,19,8,2007,1,2007-08-19,0,0
1692,1,20,8,2007,0,2007-08-20,0,0
1693,2,21,8,2007,0,2007-08-21,0,0
1694,3,22,8,2007,0,2007-08-22,0,0
1695,4,23,8,2007,0,2007-08-23,0,0
1696,5,24,8,2007,0,2007-08-24,0,0
1697,6,25,8,2007,1,2007-08-25,0,0
1698,7,26,8,2007,1,2007-08-26,0,0
1699,1,27,8,2007,0,2007-08-27,0,0
1700,2,28,8,2007,0,2007-08-28,0,0
1701,3,29,8,2007,0,2007-08-29,0,0
1702,4,30,8,2007,0,2007-08-30,0,0
1703,5,31,8,2007,0,2007-08-31,0,0
1704,6,1,9,2007,1,2007-09-01,0,0
1705,7,2,9,2007,1,2007-09-02,0,0
1706,1,3,9,2007,0,2007-09-03,1,1
1707,2,4,9,2007,0,2007-09-04,0,0
1708,3,5,9,2007,0,2007-09-05,0,0
1709,4,6,9,2007,0,2007-09-06,0,0
1710,5,7,9,2007,0,2007-09-07,0,0
1711,6,8,9,2007,1,2007-09-08,0,0
1712,7,9,9,2007,1,2007-09-09,0,0
1713,1,10,9,2007,0,2007-09-10,0,0
1714,2,11,9,2007,0,2007-09-11,0,0
1715,3,12,9,2007,0,2007-09-12,0,0
1716,4,13,9,2007,0,2007-09-13,0,0
1717,5,14,9,2007,0,2007-09-14,0,0
1718,6,15,9,2007,1,2007-09-15,0,0
1719,7,16,9,2007,1,2007-09-16,0,0
1720,1,17,9,2007,0,2007-09-17,0,0
1721,2,18,9,2007,0,2007-09-18,0,0
1722,3,19,9,2007,0,2007-09-19,0,0
1723,4,20,9,2007,0,2007-09-20,0,0
1724,5,21,9,2007,0,2007-09-21,0,0
1725,6,22,9,2007,1,2007-09-22,0,0
1726,7,23,9,2007,1,2007-09-23,0,0
1727,1,24,9,2007,0,2007-09-24,0,0
1728,2,25,9,2007,0,2007-09-25,0,0
1729,3,26,9,2007,0,2007-09-26,0,0
1730,4,27,9,2007,0,2007-09-27,0,0
1731,5,28,9,2007,0,2007-09-28,0,0
1732,6,29,9,2007,1,2007-09-29,0,0
1733,7,30,9,2007,1,2007-09-30,0,0
1734,1,1,10,2007,0,2007-10-01,0,0
1735,2,2,10,2007,0,2007-10-02,0,0
1736,3,3,10,2007,0,2007-10-03,0,0
1737,4,4,10,2007,0,2007-10-04,0,0
1738,5,5,10,2007,0,2007-10-05,0,0
1739,6,6,10,2007,1,2007-10-06,0,0
1740,7,7,10,2007,1,2007-10-07,0,0
1741,1,8,10,2007,0,2007-10-08,1,1
1742,2,9,10,2007,0,2007-10-09,0,0
1743,3,10,10,2007,0,2007-10-10,0,0
1744,4,11,10,2007,0,2007-10-11,0,0
1745,5,12,10,2007,0,2007-10-12,0,0
1746,6,13,10,2007,1,2007-10-13,0,0
1747,7,14,10,2007,1,2007-10-14,0,0
1748,1,15,10,2007,0,2007-10-15,0,0
1749,2,16,10,2007,0,2007-10-16,0,0
1750,3,17,10,2007,0,2007-10-17,0,0
1751,4,18,10,2007,0,2007-10-18,0,0
1752,5,19,10,2007,0,2007-10-19,0,0
1753,6,20,10,2007,1,2007-10-20,0,0
1754,7,21,10,2007,1,2007-10-21,0,0
1755,1,22,10,2007,0,2007-10-22,0,0
1756,2,23,10,2007,0,2007-10-23,0,0
1757,3,24,10,2007,0,2007-10-24,0,0
1758,4,25,10,2007,0,2007-10-25,0,0
1759,5,26,10,2007,0,2007-10-26,0,0
1760,6,27,10,2007,1,2007-10-27,0,0
1761,7,28,10,2007,1,2007-10-28,0,0
1762,1,29,10,2007,0,2007-10-29,0,0
1763,2,30,10,2007,0,2007-10-30,0,0
1764,3,31,10,2007,0,2007-10-31,0,0
1765,4,1,11,2007,0,2007-11-01,0,0
1766,5,2,11,2007,0,2007-11-02,0,0
1767,6,3,11,2007,1,2007-11-03,0,0
1768,7,4,11,2007,1,2007-11-04,0,0
1769,1,5,11,2007,0,2007-11-05,0,0
1770,2,6,11,2007,0,2007-11-06,0,0
1771,3,7,11,2007,0,2007-11-07,0,0
1772,4,8,11,2007,0,2007-11-08,0,0
1773,5,9,11,2007,0,2007-11-09,0,0
1774,6,10,11,2007,1,2007-11-10,0,0
1775,7,11,11,2007,1,2007-11-11,0,1
1776,1,12,11,2007,0,2007-11-12,0,1
1777,2,13,11,2007,0,2007-11-13,0,0
1778,3,14,11,2007,0,2007-11-14,0,0
1779,4,15,11,2007,0,2007-11-15,0,0
1780,5,16,11,2007,0,2007-11-16,0,0
1781,6,17,11,2007,1,2007-11-17,0,0
1782,7,18,11,2007,1,2007-11-18,0,0
1783,1,19,11,2007,0,2007-11-19,0,0
1784,2,20,11,2007,0,2007-11-20,0,0
1785,3,21,11,2007,0,2007-11-21,0,0
1786,4,22,11,2007,0,2007-11-22,0,1
1787,5,23,11,2007,0,2007-11-23,0,0
1788,6,24,11,2007,1,2007-11-24,0,0
1789,7,25,11,2007,1,2007-11-25,0,0
1790,1,26,11,2007,0,2007-11-26,0,0
1791,2,27,11,2007,0,2007-11-27,0,0
1792,3,28,11,2007,0,2007-11-28,0,0
1793,4,29,11,2007,0,2007-11-29,0,0
1794,5,30,11,2007,0,2007-11-30,0,0
1795,6,1,12,2007,1,2007-12-01,0,0
1796,7,2,12,2007,1,2007-12-02,0,0
1797,1,3,12,2007,0,2007-12-03,0,0
1798,2,4,12,2007,0,2007-12-04,0,0
1799,3,5,12,2007,0,2007-12-05,0,0
1800,4,6,12,2007,0,2007-12-06,0,0
1801,5,7,12,2007,0,2007-12-07,0,0
1802,6,8,12,2007,1,2007-12-08,0,0
1803,7,9,12,2007,1,2007-12-09,0,0
1804,1,10,12,2007,0,2007-12-10,0,0
1805,2,11,12,2007,0,2007-12-11,0,0
1806,3,12,12,2007,0,2007-12-12,0,0
1807,4,13,12,2007,0,2007-12-13,0,0
1808,5,14,12,2007,0,2007-12-14,0,0
1809,6,15,12,2007,1,2007-12-15,0,0
1810,7,16,12,2007,1,2007-12-16,0,0
1811,1,17,12,2007,0,2007-12-17,0,0
1812,2,18,12,2007,0,2007-12-18,0,0
1813,3,19,12,2007,0,2007-12-19,0,0
1814,4,20,12,2007,0,2007-12-20,0,0
1815,5,21,12,2007,0,2007-12-21,0,0
1816,6,22,12,2007,1,2007-12-22,0,0
1817,7,23,12,2007,1,2007-12-23,0,0
1818,1,24,12,2007,0,2007-12-24,0,0
1819,2,25,12,2007,0,2007-12-25,1,1
1820,3,26,12,2007,0,2007-12-26,1,0
1821,4,27,12,2007,0,2007-12-27,0,0
1822,5,28,12,2007,0,2007-12-28,0,0
1823,6,29,12,2007,1,2007-12-29,0,0
1824,7,30,12,2007,1,2007-12-30,0,0
1825,1,31,12,2007,0,2007-12-31,0,0
1826,2,1,1,2008,0,2008-01-01,1,1
1827,3,2,1,2008,0,2008-01-02,0,0
1828,4,3,1,2008,0,2008-01-03,0,0
1829,5,4,1,2008,0,2008-01-04,0,0
1830,6,5,1,2008,1,2008-01-05,0,0
1831,7,6,1,2008,1,2008-01-06,0,0
1832,1,7,1,2008,0,2008-01-07,0,0
1833,2,8,1,2008,0,2008-01-08,0,0
1834,3,9,1,2008,0,2008-01-09,0,0
1835,4,10,1,2008,0,2008-01-10,0,0
1836,5,11,1,2008,0,2008-01-11,0,0
1837,6,12,1,2008,1,2008-01-12,0,0
1838,7,13,1,2008,1,2008-01-13,0,0
1839,1,14,1,2008,0,2008-01-14,0,0
1840,2,15,1,2008,0,2008-01-15,0,0
1841,3,16,1,2008,0,2008-01-16,0,0
1842,4,17,1,2008,0,2008-01-17,0,0
1843,5,18,1,2008,0,2008-01-18,0,0
1844,6,19,1,2008,1,2008-01-19,0,0
1845,7,20,1,2008,1,2008-01-20,0,0
1846,1,21,1,2008,0,2008-01-21,0,1
1847,2,22,1,2008,0,2008-01-22,0,0
1848,3,23,1,2008,0,2008-01-23,0,0
1849,4,24,1,2008,0,2008-01-24,0,0
1850,5,25,1,2008,0,2008-01-25,0,0
1851,6,26,1,2008,1,2008-01-26,0,0
1852,7,27,1,2008,1,2008-01-27,0,0
1853,1,28,1,2008,0,2008-01-28,0,0
1854,2,29,1,2008,0,2008-01-29,0,0
1855,3,30,1,2008,0,2008-01-30,0,0
1856,4,31,1,2008,0,2008-01-31,0,0
1857,5,1,2,2008,0,2008-02-01,0,0
1858,6,2,2,2008,1,2008-02-02,0,0
1859,7,3,2,2008,1,2008-02-03,0,0
1860,1,4,2,2008,0,2008-02-04,0,0
1861,2,5,2,2008,0,2008-02-05,0,0
1862,3,6,2,2008,0,2008-02-06,0,0
1863,4,7,2,2008,0,2008-02-07,0,0
1864,5,8,2,2008,0,2008-02-08,0,0
1865,6,9,2,2008,1,2008-02-09,0,0
1866,7,10,2,2008,1,2008-02-10,0,0
1867,1,11,2,2008,0,2008-02-11,0,0
1868,2,12,2,2008,0,2008-02-12,0,0
1869,3,13,2,2008,0,2008-02-13,0,0
1870,4,14,2,2008,0,2008-02-14,0,0
1871,5,15,2,2008,0,2008-02-15,0,0
1872,6,16,2,2008,1,2008-02-16,0,0
1873,7,17,2,2008,1,2008-02-17,0,0
1874,1,18,2,2008,0,2008-02-18,1,1
1875,2,19,2,2008,0,2008-02-19,0,0
1876,3,20,2,2008,0,2008-02-20,0,0
1877,4,21,2,2008,0,2008-02-21,0,0
1878,5,22,2,2008,0,2008-02-22,0,0
1879,6,23,2,2008,1,2008-02-23,0,0
1880,7,24,2,2008,1,2008-02-24,0,0
1881,1,25,2,2008,0,2008-02-25,0,0
1882,2,26,2,2008,0,2008-02-26,0,0
1883,3,27,2,2008,0,2008-02-27,0,0
1884,4,28,2,2008,0,2008-02-28,0,0
1885,5,29,2,2008,0,2008-02-29,0,0
1886,6,1,3,2008,1,2008-03-01,0,0
1887,7,2,3,2008,1,2008-03-02,0,0
1888,1,3,3,2008,0,2008-03-03,0,0
1889,2,4,3,2008,0,2008-03-04,0,0
1890,3,5,3,2008,0,2008-03-05,0,0
1891,4,6,3,2008,0,2008-03-06,0,0
1892,5,7,3,2008,0,2008-03-07,0,0
1893,6,8,3,2008,1,2008-03-08,0,0
1894,7,9,3,2008,1,2008-03-09,0,0
1895,1,10,3,2008,0,2008-03-10,0,0
1896,2,11,3,2008,0,2008-03-11,0,0
1897,3,12,3,2008,0,2008-03-12,0,0
1898,4,13,3,2008,0,2008-03-13,0,0
1899,5,14,3,2008,0,2008-03-14,0,0
1900,6,15,3,2008,1,2008-03-15,0,0
1901,7,16,3,2008,1,2008-03-16,0,0
1902,1,17,3,2008,0,2008-03-17,0,0
1903,2,18,3,2008,0,2008-03-18,0,0
1904,3,19,3,2008,0,2008-03-19,0,0
1905,4,20,3,2008,0,2008-03-20,0,0
1906,5,21,3,2008,0,2008-03-21,1,0
1907,6,22,3,2008,1,2008-03-22,0,0
1908,7,23,3,2008,1,2008-03-23,0,0
1909,1,24,3,2008,0,2008-03-24,0,0
1910,2,25,3,2008,0,2008-03-25,0,0
1911,3,26,3,2008,0,2008-03-26,0,0
1912,4,27,3,2008,0,2008-03-27,0,0
1913,5,28,3,2008,0,2008-03-28,0,0
1914,6,29,3,2008,1,2008-03-29,0,0
1915,7,30,3,2008,1,2008-03-30,0,0
1916,1,31,3,2008,0,2008-03-31,0,0
1917,2,1,4,2008,0,2008-04-01,0,0
1918,3,2,4,2008,0,2008-04-02,0,0
1919,4,3,4,2008,0,2008-04-03,0,0
1920,5,4,4,2008,0,2008-04-04,0,0
1921,6,5,4,2008,1,2008-04-05,0,0
1922,7,6,4,2008,1,2008-04-06,0,0
1923,1,7,4,2008,0,2008-04-07,0,0
1924,2,8,4,2008,0,2008-04-08,0,0
1925,3,9,4,2008,0,2008-04-09,0,0
1926,4,10,4,2008,0,2008-04-10,0,0
1927,5,11,4,2008,0,2008-04-11,0,0
1928,6,12,4,2008,1,2008-04-12,0,0
1929,7,13,4,2008,1,2008-04-13,0,0
1930,1,14,4,2008,0,2008-04-14,0,0
1931,2,15,4,2008,0,2008-04-15,0,0
1932,3,16,4,2008,0,2008-04-16,0,0
1933,4,17,4,2008,0,2008-04-17,0,0
1934,5,18,4,2008,0,2008-04-18,0,0
1935,6,19,4,2008,1,2008-04-19,0,0
1936,7,20,4,2008,1,2008-04-20,0,0
1937,1,21,4,2008,0,2008-04-21,0,0
1938,2,22,4,2008,0,2008-04-22,0,0
1939,3,23,4,2008,0,2008-04-23,0,0
1940,4,24,4,2008,0,2008-04-24,0,0
1941,5,25,4,2008,0,2008-04-25,0,0
1942,6,26,4,2008,1,2008-04-26,0,0
1943,7,27,4,2008,1,2008-04-27,0,0
1944,1,28,4,2008,0,2008-04-28,0,0
1945,2,29,4,2008,0,2008-04-29,0,0
1946,3,30,4,2008,0,2008-04-30,0,0
1947,4,1,5,2008,0,2008-05-01,0,0
1948,5,2,5,2008,0,2008-05-02,0,0
1949,6,3,5,2008,1,2008-05-03,0,0
1950,7,4,5,2008,1,2008-05-04,0,0
1951,1,5,5,2008,0,2008-05-05,0,0
1952,2,6,5,2008,0,2008-05-06,0,0
1953,3,7,5,2008,0,2008-05-07,0,0
1954,4,8,5,2008,0,2008-05-08,0,0
1955,5,9,5,2008,0,2008-05-09,0,0
1956,6,10,5,2008,1,2008-05-10,0,0
1957,7,11,5,2008,1,2008-05-11,0,0
1958,1,12,5,2008,0,2008-05-12,0,0
1959,2,13,5,2008,0,2008-05-13,0,0
1960,3,14,5,2008,0,2008-05-14,0,0
1961,4,15,5,2008,0,2008-05-15,0,0
1962,5,16,5,2008,0,2008-05-16,0,0
1963,6,17,5,2008,1,2008-05-17,0,0
1964,7,18,5,2008,1,2008-05-18,0,0
1965,1,19,5,2008,0,2008-05-19,1,0
1966,2,20,5,2008,0,2008-05-20,0,0
1967,3,21,5,2008,0,2008-05-21,0,0
1968,4,22,5,2008,0,2008-05-22,0,0
1969,5,23,5,2008,0,2008-05-23,0,0
1970,6,24,5,2008,1,2008-05-24,0,0
1971,7,25,5,2008,1,2008-05-25,0,0
1972,1,26,5,2008,0,2008-05-26,0,1
1973,2,27,5,2008,0,2008-05-27,0,0
1974,3,28,5,2008,0,2008-05-28,0,0
1975,4,29,5,2008,0,2008-05-29,0,0
1976,5,30,5,2008,0,2008-05-30,0,0
1977,6,31,5,2008,1,2008-05-31,0,0
1978,7,1,6,2008,1,2008-06-01,0,0
1979,1,2,6,2008,0,2008-06-02,0,0
1980,2,3,6,2008,0,2008-06-03,0,0
1981,3,4,6,2008,0,2008-06-04,0,0
1982,4,5,6,2008,0,2008-06-05,0,0
1983,5,6,6,2008,0,2008-06-06,0,0
1984,6,7,6,2008,1,2008-06-07,0,0
1985,7,8,6,2008,1,2008-06-08,0,0
1986,1,9,6,2008,0,2008-06-09,0,0
1987,2,10,6,2008,0,2008-06-10,0,0
1988,3,11,6,2008,0,2008-06-11,0,0
1989,4,12,6,2008,0,2008-06-12,0,0
1990,5,13,6,2008,0,2008-06-13,0,0
1991,6,14,6,2008,1,2008-06-14,0,0
1992,7,15,6,2008,1,2008-06-15,0,0
1993,1,16,6,2008,0,2008-06-16,0,0
1994,2,17,6,2008,0,2008-06-17,0,0
1995,3,18,6,2008,0,2008-06-18,0,0
1996,4,19,6,2008,0,2008-06-19,0,0
1997,5,20,6,2008,0,2008-06-20,0,0
1998,6,21,6,2008,1,2008-06-21,0,0
1999,7,22,6,2008,1,2008-06-22,0,0
2000,1,23,6,2008,0,2008-06-23,0,0
2001,2,24,6,2008,0,2008-06-24,0,0
2002,3,25,6,2008,0,2008-06-25,0,0
2003,4,26,6,2008,0,2008-06-26,0,0
2004,5,27,6,2008,0,2008-06-27,0,0
2005,6,28,6,2008,1,2008-06-28,0,0
2006,7,29,6,2008,1,2008-06-29,0,0
